"CD_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASCIMENTO","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
353777,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,JOAO ALFREDO,PE,BRA,CENTRO,PASSIRA,PE,M,2000,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
355503,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,JOAO PESSOA,PB,BRA,BOA VISTA,GRAVATA,PE,M,2001,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
357651,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,JUCATI,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
355036,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,JUNDIAPEBA,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
354735,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,LAGOA DOS GATOS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
354813,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2000,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
357009,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1993,S,L2,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
356314,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
355180,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,PASSIRA,PE,BRA,CENTRO,PASSIRA,PE,F,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356699,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1999,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356422,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,S
354947,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,RECIFE,PE,BRA,CENTRO,SAO CAITANO,PE,M,1994,N,A0,,ENSINO SUPERIOR,N
356879,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,RECIFE,PE,BRA,LIVRAMENTO,VITORIA DE SANTO ANTAO,PE,M,2003,N,A0,,ENSINO SUPERIOR,N
355877,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,RIACHO DAS ALMAS,PE,BRA,CENTRO,RIACHO DAS ALMAS,PE,F,2002,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
357220,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,SAO BENTO DO UNA,PE,BRA,CENTRO,SAO BENTO DO UNA,PE,M,2003,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
353988,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,SAO JOAQUIM DO MONTE,PE,BRA,CENTRO,CAMOCIM DE SAO FELIX,PE,M,2002,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
357155,2022,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,SAO JOAQUIM DO MONTE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1988,S,L2,,ENSINO FUNDAMENTAL INCOMPLETO,N
359618,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,AGUAS BELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1981,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359619,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,AGUAS BELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1979,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359617,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,AGUAS BELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1981,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
359608,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,ARCOVERDE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1994,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
359634,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,CABROBO,PE,BRA,CENTRO,CABROBO,PE,M,1989,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359622,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,CABROBO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1970,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
360400,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,CABROBO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1986,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359603,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,CABROBO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1990,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359596,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,CABROBO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1996,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
359609,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,CARNAUBEIRA DA PENHA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1986,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
359624,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,FLORESTA,PE,BRA,CENTRO,FLORESTA,PE,M,1989,N,A0,ENSINO FUNDAMENTAL,ANALFABETO,N
359631,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,FLORESTA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1998,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
359632,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,FLORESTA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1974,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359633,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,FLORESTA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1975,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359626,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,IBIMIRIM,PE,BRA,CENTRO,FLORESTA,PE,F,1993,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
359598,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,INAJA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1984,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359613,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,INAJA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1995,N,A0,ANALFABETO,SEGUNDO GRAU INCOMPLETO,N
359605,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,INAJA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1997,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359611,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,INAJA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1995,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
359610,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,ITACURUBA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1995,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
359597,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,OROCO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1982,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359604,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PAULO AFONSO,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1997,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359600,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PAULO AFONSO,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
359612,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,F,1990,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359635,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,F,1992,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL INCOMPLETO,N
359627,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,F,2000,N,A0,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
359607,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,F,2001,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359628,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,M,1993,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
359629,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PESQUEIRA,PE,BRA,CENTRO,PESQUEIRA,PE,M,1998,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
359606,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PETROLANDIA,PE,BRA,CENTRO,FLORESTA,PE,M,1985,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359625,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PETROLANDIA,PE,BRA,CENTRO,FLORESTA,PE,M,1998,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359599,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PETROLANDIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1990,N,A0,ANALFABETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359623,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PETROLANDIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1991,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
359615,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,PETROLANDIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1996,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
359616,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,SÃO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1982,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359620,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,SÃO PAULO,SP,BRA,VARZEA,RECIFE,PE,M,1993,N,A0,,,N
359630,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,TACARATU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1968,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
360399,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,TACARATU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1969,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
359602,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,TACARATU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1993,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
359614,2022,1,VESTIBULAR,AGRESTE,284,INTERCULTURAL INDÍGENA - CAA,TUPANATINGA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1988,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ANALFABETO,N
358202,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2000,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
357385,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,BONITO,PE,BRA,CENTRO,CAMOCIM DE SAO FELIX,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
356980,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,BREJO DA MADRE DE DEUS,PE,BRA,SAO FRANCISCO,CARUARU,PE,M,2002,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
357367,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,JOSE CARLOS DE OLIVEIRA,CARUARU,PE,F,1995,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
272261,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,1995,N,A0,,,N
357865,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,JOAO MOTA,CARUARU,PE,M,2000,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
358185,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,KENNEDY,CARUARU,PE,M,2000,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355659,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,CEDRO,CARUARU,PE,M,2002,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
358771,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,2003,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
357505,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
357685,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,2004,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
353598,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,2004,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
355142,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,COHAB VI,PETROLINA,PE,F,2004,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
358623,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1997,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL,N
358348,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1999,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
359211,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
353522,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
358862,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,,ENSINO FUNDAMENTAL INCOMPLETO,N
358237,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CARUARU,PE,BRA,CENTRO,RIACHO DAS ALMAS,PE,F,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
359005,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,CUMARU,PE,BRA,CENTRO,CUMARU,PE,M,2003,S,L5,ENSINO SUPERIOR,ENSINO MEDIO,N
353965,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,JOAO PESSOA,PB,BRA,BOA VISTA,CARUARU,PE,F,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
358638,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,LAJEDO,PE,BRA,SALGADO,CARUARU,PE,F,2003,S,L1,ENSINO MEDIO,ENSINO MEDIO,N
306037,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1998,N,A0,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
359331,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,LIMOEIRO,PE,BRA,CENTRO,RIACHO DAS ALMAS,PE,F,2003,S,L1,ENSINO SUPERIOR,ENSINO MEDIO,N
359072,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,MACEIO,AL,BRA,CENTRO,BEZERROS,PE,M,2002,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
357035,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,PALMARES,PE,BRA,CENTRO,CATENDE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
356367,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2002,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
358264,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,RECIFE,PE,BRA,CENTRO,BEZERROS,PE,M,1994,N,A0,ENSINO SUPERIOR,SEGUNDO GRAU INCOMPLETO,N
354300,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,RECIFE,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,F,2003,N,A0,,ENSINO SUPERIOR,N
358550,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,SANTO ANTONIO,RN,BRA,INDIANOPOLIS,CARUARU,PE,F,1986,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
353969,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,SÃO PAULO,SP,BRA,RENDEIRAS,CARUARU,PE,F,2002,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL,N
356965,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,VERTENTES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
344858,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
358649,2022,1,SISU,AGRESTE,397,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,S,L2,,ENSINO FUNDAMENTAL INCOMPLETO,N
357221,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,AGRESTINA,PE,BRA,CENTRO,AGRESTINA,PE,F,1998,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
353899,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,ALTINHO,PE,BRA,LOTEAMENTO PARAÍSO 1,ALTINHO,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
338447,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,2001,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
355323,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,2003,S,L6,ENSINO SUPERIOR,SEGUNDO GRAU INCOMPLETO,N
353584,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARAPICUIBA,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,,ENSINO SUPERIOR,N
355280,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,F,2003,S,L5,,ENSINO SUPERIOR,N
353959,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,2001,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
355425,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,2003,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,N
354901,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,2003,S,L2,,ENSINO FUNDAMENTAL,N
327279,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2000,S,L5,SUPERIOR INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
356874,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,S,L1,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
355081,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
353579,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2004,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
354444,2022,1,SISU,AGRESTE,282,MATEMÁTICA - LICENCIATURA - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2005,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
